Frequency (Hz),Level (dB)
20327.34375,-104.346832
20370.41016,-103.903519
20413.47656,-104.037399
20456.54297,-104.555321
20499.60938,-104.82708
20542.67578,-104.386185
20585.74219,-104.895927
20628.80859,-104.985344
20671.875,-104.693649
20714.94141,-104.934029
20758.00781,-104.975349
20801.07422,-105.233559
20844.14063,-105.43557
20887.20703,-106.319847
20930.27344,-107.005905
20973.33984,-108.094803
21016.40625,-109.133163
21059.47266,-109.945724
21102.53906,-111.28363
21145.60547,-113.218201
21188.67188,-114.950546
21231.73828,-117.315376
21274.80469,-119.527481
21317.87109,-121.73201
21360.9375,-124.566139
21404.00391,-128.209061
21447.07031,-132.057739
21490.13672,-136.045593
21533.20313,-140.411514
21576.26953,-144.550568
21619.33594,-149.688553
21662.40234,-155.269348
21705.46875,-161.719818
21748.53516,-168.573029
21791.60156,-175.346542
21834.66797,-181.712067
21877.73438,-187.431671
21920.80078,-188.956482
21963.86719,-190.031448
22006.93359,-190.482727
